"Okres sprawozdawczy:";"Dane roczne";
"Kategoria:";"WYNAGRODZENIA I ŚWIADCZENIA SPOŁECZNE";
"Grupa:";"WYNAGRODZENIA";
"Podgrupa:";"Przeciętne miesięczne wynagrodzenia brutto";
"Wymiary:";"Wyszczególnienie, Lata";

"Kod";"Jednostka terytorialna";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";
;;"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";
;;"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";
"3061117000";"Powiat świdnicki";"1781,19";"1866,58";"1957,88";"2022,02";"2137,72";"2344,74";"2691,15";"2791,36";"2885,70";"3124,46";":";
"3061163000";"Powiat m.Lublin";"2145,22";"2207,83";"2323,15";"2419,23";"2545,84";"2762,84";"3076,91";"3178,15";"3489,07";"3606,97";":";
"3061205000";"Powiat janowski";"1673,03";"1741,61";"1832,11";"1911,90";"1965,57";"2091,05";"2286,58";"2357,98";"2615,62";"2826,82";":";
"3061207000";"Powiat kraśnicki";"1719,08";"1805,99";"1912,75";"1930,26";"2014,44";"2159,55";"2365,43";"2388,93";"2569,07";"2721,15";":";
"3061211000";"Powiat łukowski";"1611,35";"1671,82";"1738,95";"1809,66";"1949,60";"2126,95";"2371,79";"2451,27";"2585,92";"2707,26";":";
"3061212000";"Powiat opolski";"1775,14";"1839,54";"1918,51";"1939,72";"2018,90";"2193,68";"2444,77";"2579,52";"2721,60";"2839,48";":";
"3061214000";"Powiat puławski";"2087,67";"2110,97";"2238,68";"2399,71";"2503,08";"2689,62";"3043,07";"3178,30";"3235,16";"3542,20";":";
"3061216000";"Powiat rycki";"1715,91";"1788,47";"1867,18";"1940,70";"2022,99";"2184,01";"2409,35";"2533,13";"2746,58";"2837,68";":";
"3180000000";" PODKARPACKIE";"1875,41";"1950,01";"2018,59";"2081,76";"2179,57";"2372,82";"2614,12";"2740,89";"2877,43";"3023,21";":";
"3183301000";"Powiat bieszczadzki";"1736,13";"1772,54";"1847,82";"1935,38";"2029,72";"2305,75";"2540,23";"2622,01";"2731,51";"2945,50";":";
"3183302000";"Powiat brzozowski";"1651,43";"1708,36";"1807,55";"1884,41";"1971,16";"2146,82";"2398,77";"2503,33";"2639,74";"2802,56";":";
"3183305000";"Powiat jasielski";"1796,53";"1881,71";"1953,19";"2015,94";"2102,07";"2302,79";"2526,69";"2668,98";"2785,99";"2962,03";":";
"3183307000";"Powiat krośnieński";"1802,43";"1794,75";"1838,91";"1853,29";"1940,57";"2119,06";"2297,06";"2363,87";"2501,90";"2677,64";":";
"3183317000";"Powiat sanocki";"1809,52";"1914,67";"1961,82";"1982,89";"2085,62";"2232,15";"2417,47";"2550,71";"2677,55";"2819,31";":";
"3183321000";"Powiat leski";"1868,64";"1993,50";"2044,95";"2125,58";"2245,66";"2463,03";"2622,66";"2779,21";"2872,05";"2992,87";":";
"3183361000";"Powiat m.Krosno";"1826,48";"1869,83";"1886,53";"1904,52";"1968,73";"2136,54";"2300,35";"2494,56";"2552,74";"2656,48";":";
"3183404000";"Powiat jarosławski";"1774,22";"1855,62";"1895,20";"2019,56";"2156,50";"2336,92";"2532,07";"2707,32";"2819,04";"2971,94";":";
"3183409000";"Powiat lubaczowski";"1709,40";"1783,36";"1897,86";"1865,88";"1969,42";"2139,09";"2301,49";"2372,11";"2539,38";"2753,01";":";
"3183413000";"Powiat przemyski";"1659,36";"1750,00";"1815,79";"1915,04";"2003,47";"2164,44";"2450,61";"2523,89";"2670,63";"2846,23";":";
"3183414000";"Powiat przeworski";"1812,22";"1860,14";"1956,22";"1998,32";"2008,13";"2247,82";"2491,63";"2496,09";"2636,31";"2787,16";":";
"3183462000";"Powiat m.Przemyśl";"1882,89";"1953,04";"2008,61";"2060,24";"2132,73";"2315,22";"2587,68";"2778,98";"2913,67";"3141,56";":";
"3183506000";"Powiat kolbuszowski";"1742,39";"1772,30";"1829,12";"1900,33";"1987,62";"2161,39";"2340,99";"2453,69";"2522,72";"2623,83";":";
"3183510000";"Powiat łańcucki";"1688,74";"1789,23";"1792,52";"1852,10";"1908,26";"2104,04";"2270,63";"2360,50";"2514,28";"2705,71";":";
"3183515000";"Powiat ropczycko-sędziszowski";"1811,48";"1856,52";"1915,39";"2002,16";"2069,70";"2212,29";"2422,51";"2551,53";"2757,27";"2895,86";":";
"3183516000";"Powiat rzeszowski";"1688,71";"1758,13";"1818,78";"1908,72";"1956,73";"2127,20";"2340,74";"2507,46";"2678,29";"2834,47";":";
"3183519000";"Powiat strzyżowski";"1641,26";"1715,32";"1777,59";"1800,26";"1883,32";"2050,88";"2254,75";"2470,21";"2578,65";"2617,44";":";
"3183563000";"Powiat m.Rzeszów";"2102,03";"2199,08";"2292,86";"2416,75";"2522,57";"2734,81";"3107,71";"3258,06";"3428,12";"3532,66";":";
"3183603000";"Powiat dębicki";"1849,58";"1941,53";"2046,57";"2104,23";"2157,58";"2318,93";"2538,72";"2620,42";"2716,29";"2867,63";":";
"3183608000";"Powiat leżajski";"1931,82";"2045,77";"2025,61";"2060,05";"2177,11";"2360,16";"2583,32";"2739,81";"2901,37";"3034,18";":";
"3183611000";"Powiat mielecki";"1850,06";"1944,29";"2078,11";"2089,18";"2230,13";"2414,94";"2603,51";"2742,50";"2902,92";"3066,66";":";
"3183612000";"Powiat niżański";"1613,55";"1677,53";"1764,88";"1789,27";"1926,57";"2124,52";"2311,63";"2426,38";"2532,52";"2664,35";":";
"3183618000";"Powiat stalowowolski";"1947,06";"2009,03";"2051,05";"2101,73";"2264,72";"2546,18";"2811,39";"2844,09";"2961,71";"3104,36";":";
"3183620000";"Powiat tarnobrzeski";"1929,52";"2071,41";"2195,94";"2212,00";"2346,81";"2531,58";"2647,13";"2745,66";"2900,30";"3004,39";":";
"3183664000";"Powiat m.Tarnobrzeg";"1860,38";"1883,44";"1923,02";"1987,12";"2065,43";"2225,23";"2413,12";"2562,71";"2684,26";"2930,04";":";
"3200000000";" PODLASKIE";"1958,00";"2035,43";"2107,50";"2192,77";"2307,59";"2524,95";"2781,21";"2884,68";"3019,83";"3178,15";":";
"3203702000";"Powiat białostocki";"1708,40";"1793,97";"1833,86";"1923,23";"2021,77";"2263,87";"2464,15";"2570,03";"2713,82";"2860,23";":";
"3203711000";"Powiat sokólski";"1769,61";"1820,51";"1898,66";"2015,59";"2039,07";"2270,82";"2533,93";"2698,52";"2812,52";"3013,21";":";
"3203761000";"Powiat m.Białystok";"2087,45";"2201,82";"2281,63";"2365,00";"2478,96";"2715,96";"2994,05";"3144,60";"3241,41";"3360,36";":";
"3203803000";"Powiat bielski";"1785,87";"1929,59";"2005,19";"2106,20";"2276,78";"2497,02";"2769,76";"2860,69";"3202,72";"3501,66";":";
"3203805000";"Powiat hajnowski";"1689,69";"1729,53";"1810,80";"1875,20";"2018,18";"2386,72";"2696,11";"2644,90";"2863,80";"3130,49";":";
"3203806000";"Powiat kolneński";"1742,78";"1800,83";"1903,10";"1989,20";"2107,87";"2272,53";"2476,45";"2611,20";"2785,85";"3025,50";":";
"3203807000";"Powiat łomżyński";"1881,91";"1948,03";"1989,40";"2136,54";"2247,81";"2424,03";"2728,53";"2861,24";"3112,25";"3174,65";":";
"3203810000";"Powiat siemiatycki";"1778,46";"1844,16";"1912,02";"1984,16";"2029,63";"2189,26";"2402,98";"2536,47";"2670,09";"2765,25";":";
"3203813000";"Powiat wysokomazowiecki";"1806,90";"1893,71";"1949,15";"2015,32";"2183,21";"2389,50";"2523,77";"2690,76";"2848,13";"2988,31";":";
"3203814000";"Powiat zambrowski";"1742,30";"1782,51";"1840,20";"1904,32";"2033,01";"2314,51";"2455,89";"2530,50";"2759,38";"2965,28";":";
"3203862000";"Powiat m.Łomża";"1895,81";"1899,75";"1944,97";"2037,41";"2164,31";"2317,15";"2608,55";"2689,24";"2782,23";"2911,43";":";
"3203901000";"Powiat augustowski";"2349,22";"2384,89";"2531,24";"2693,94";"2828,33";"2971,97";"3213,15";"2989,71";"3175,28";"3421,22";":";
"3203904000";"Powiat grajewski";"2079,11";"2097,71";"2206,24";"2330,75";"2594,84";"2735,49";"2930,68";"2946,69";"3175,63";"3476,19";":";
"3203908000";"Powiat moniecki";"1784,58";"1867,45";"1956,54";"2023,28";"2119,69";"2273,63";"2533,05";"2730,51";"2842,09";"3056,78";":";
"3203909000";"Powiat sejneński";"1778,57";"1822,33";"1889,23";"2007,29";"2071,63";"2279,12";"2507,14";"2634,04";"2919,77";"3182,20";":";
"3203912000";"Powiat suwalski";"1771,43";"1863,45";"1974,64";"1992,83";"2075,11";"2190,91";"2395,74";"2534,52";"2613,35";"2695,75";":";
"3203963000";"Powiat m.Suwałki";"1908,06";"1929,57";"1977,27";"2016,47";"2067,27";"2297,74";"2584,35";"2710,68";"2811,62";"2950,60";":";
"3260000000";" ŚWIĘTOKRZYSKIE";"1977,75";"2024,41";"2117,74";"2173,15";"2263,60";"2467,07";"2745,39";"2868,09";"2971,58";"3137,91";":";
"3265204000";"Powiat kielecki";"1905,11";"1969,39";"1989,97";"1990,13";"2066,64";"2270,27";"2462,98";"2551,32";"2709,04";"2836,55";":";
"3265205000";"Powiat konecki";"1719,75";"1758,59";"1830,53";"1917,46";"2008,59";"2206,84";"2463,26";"2619,11";"2743,51";"2916,44";":";
"3265207000";"Powiat ostrowiecki";"1771,96";"1769,95";"1923,31";"1936,08";"2056,26";"2240,51";"2558,17";"2712,75";"2827,82";"2974,89";":";
"3265210000";"Powiat skarżyski";"1851,74";"1921,53";"2038,35";"2101,52";"2279,47";"2556,94";"2821,43";"3035,02";"2783,02";"3001,61";":";
"3265211000";"Powiat starachowicki";"1683,31";"1713,37";"1817,73";"1938,01";"1967,82";"2130,58";"2402,85";"2539,20";"2671,49";"2826,27";":";
"3265261000";"Powiat m.Kielce";"2154,27";"2233,43";"2320,83";"2372,75";"2461,78";"2655,81";"2953,74";"3082,94";"3200,80";"3381,09";":";
"3265301000";"Powiat buski";"1760,13";"1842,15";"1926,82";"1980,24";"2050,75";"2272,20";"2496,87";"2624,09";"2700,95";"2825,85";":";
"3265302000";"Powiat jędrzejowski";"1963,38";"2053,04";"2101,44";"2186,12";"2269,46";"2516,14";"2776,59";"2917,98";"3040,91";"3361,44";":";
"3265303000";"Powiat kazimierski";"1678,81";"1647,02";"1839,13";"1885,75";"1938,63";"2059,36";"2278,58";"2466,75";"2638,63";"2740,14";":";
"3265306000";"Powiat opatowski";"2150,44";"2092,70";"2285,61";"2251,75";"2320,14";"2449,52";"2717,53";"2542,34";"2749,31";"2869,20";":";
"3265308000";"Powiat pińczowski";"2446,79";"2452,95";"2558,31";"2434,98";"2536,79";"2650,13";"2628,18";"2818,62";"2895,48";"3002,74";":";
"3265309000";"Powiat sandomierski";"1942,91";"2017,92";"2133,35";"2336,31";"2442,06";"2678,36";"2977,50";"3078,47";"3221,56";"3324,91";":";
"3265312000";"Powiat staszowski";"2132,22";"2060,74";"2151,14";"2241,81";"2317,23";"2546,78";"2952,63";"3030,68";"3138,70";"3328,52";":";
"3265313000";"Powiat włoszczowski";"1923,14";"2012,95";"2064,04";"2096,56";"2207,84";"2465,81";"2641,17";"2676,26";"2913,74";"3050,54";":";
"4080000000";" LUBUSKIE";"1936,54";"1990,13";"2067,56";"2144,35";"2235,01";"2429,97";"2653,55";"2802,77";"2920,43";"3073,95";":";
"4081301000";"Powiat gorzowski";"2099,55";"2097,63";"2221,83";"2217,31";"2342,37";"2650,26";"2803,77";"2919,63";"3069,29";"3276,48";":";
"4081303000";"Powiat międzyrzecki";"1790,12";"1842,27";"1924,68";"2027,83";"2072,84";"2285,92";"2521,23";"2644,90";"2820,99";"2988,21";":";
"4081305000";"Powiat słubicki";"2030,82";"2087,91";"2118,64";"2067,48";"2143,40";"2264,63";"2536,29";"2733,88";"2880,01";"3068,31";":";
"4081306000";"Powiat strzelecko-drezdenecki";"1813,98";"1882,31";"2004,15";"2077,67";"2211,20";"2354,42";"2593,67";"2665,56";"2892,36";"3030,54";":";
"4081307000";"Powiat sulęciński";"1649,04";"1650,09";"1731,52";"1765,74";"1837,51";"1954,43";"2130,99";"2317,43";"2414,19";"2620,65";":";
"4081361000";"Powiat m.Gorzów Wielkopolski";"2008,87";"2047,51";"2135,61";"2212,65";"2319,81";"2492,60";"2763,15";"2921,21";"3014,26";"3091,83";":";
"4081402000";"Powiat krośnieński";"1871,90";"1868,10";"1933,32";"2021,99";"2171,50";"2389,68";"2608,40";"2725,00";"2799,25";"3026,18";":";
"4081404000";"Powiat nowosolski";"1700,79";"1754,94";"1813,73";"1888,38";"1942,99";"2127,09";"2380,12";"2669,30";"2804,18";"2976,30";":";
"4081408000";"Powiat świebodziński";"1619,22";"1736,40";"1825,62";"1957,86";"2016,88";"2226,14";"2458,84";"2520,07";"2640,20";"2858,26";":";
"4081409000";"Powiat zielonogórski";"1858,91";"1947,03";"2052,52";"2171,40";"2238,08";"2475,25";"2696,63";"2765,05";"2895,29";"3073,28";":";
"4081410000";"Powiat żagański";"1737,05";"1751,22";"1813,73";"1872,44";"1928,76";"2132,21";"2316,79";"2426,68";"2560,00";"2719,65";":";
"4081411000";"Powiat żarski";"1912,92";"1984,90";"2072,01";"2186,90";"2315,16";"2526,79";"2760,46";"2928,90";"3084,63";"3276,98";":";
"4081412000";"Powiat wschowski";"1641,26";"1668,68";"1719,98";"1806,28";"1905,13";"2138,36";"2420,74";"2534,57";"2625,94";"2822,65";":";
"4081462000";"Powiat m.Zielona Góra";"2181,97";"2286,63";"2369,60";"2468,95";"2586,19";"2767,01";"2908,94";"3060,42";"3138,35";"3247,30";":";
"4300000000";" WIELKOPOLSKIE";"2047,58";"2129,03";"2204,31";"2263,60";"2389,00";"2610,82";"2868,81";"2976,28";"3126,36";"3284,41";":";
"4305706000";"Powiat jarociński";"1599,86";"1636,09";"1664,71";"1738,48";"1846,26";"1985,67";"2157,02";"2283,04";"2378,79";"2547,56";":";
"4305707000";"Powiat kaliski";"1655,12";"1716,31";"1741,39";"1801,39";"1908,26";"2048,71";"2355,83";"2494,19";"2561,69";"2665,26";":";
"4305708000";"Powiat kępiński";"1356,20";"1436,35";"1436,99";"1470,09";"1583,52";"1762,77";"1993,43";"2020,27";"2106,84";"2224,07";":";
"4305712000";"Powiat krotoszyński";"1671,90";"1730,17";"1761,19";"1825,31";"1954,07";"2171,84";"2384,97";"2368,56";"2499,96";"2635,10";":";
"4305717000";"Powiat ostrowski";"1736,06";"1790,22";"1878,01";"1945,19";"2086,69";"2303,28";"2510,43";"2616,26";"2779,34";"2896,13";":";
"4305718000";"Powiat ostrzeszowski";"1783,28";"1823,04";"1831,54";"1867,94";"2003,16";"2223,45";"2431,97";"2576,64";"2700,86";"2875,32";":";
"4305720000";"Powiat pleszewski";"1633,17";"1631,76";"1724,27";"1759,81";"1873,20";"2044,54";"2329,23";"2377,36";"2541,49";"2722,15";":";
"4305761000";"Powiat m.Kalisz";"2035,05";"2096,01";"2164,20";"2139,04";"2223,29";"2418,10";"2662,95";"2777,37";"2856,06";"3030,68";":";
"4305803000";"Powiat gnieźnieński";"1801,21";"1886,79";"1894,87";"1990,85";"2088,88";"2282,85";"2498,10";"2605,75";"2718,78";"2874,23";":";
"4305809000";"Powiat kolski";"2118,24";"2235,05";"2355,46";"2430,13";"2529,17";"2608,69";"2816,18";"2995,08";"3153,48";"3387,32";":";
"4305810000";"Powiat koniński";"2512,13";"2500,50";"2565,75";"2581,53";"2606,51";"2693,75";"2808,81";"2940,77";"3060,01";"3178,62";":";
"4305823000";"Powiat słupecki";"1706,16";"1758,66";"1826,08";"1903,07";"2018,52";"2165,49";"2397,67";"2532,49";"2651,45";"2783,93";":";
"4305827000";"Powiat turecki";"1933,88";"2034,12";"2050,28";"2067,64";"2145,13";"2290,49";"2478,11";"2668,35";"2768,39";"2958,85";":";
"4305830000";"Powiat wrzesiński";"1660,85";"1723,17";"1824,64";"1861,79";"1972,45";"2207,24";"2457,00";"2543,08";"2653,68";"2816,34";":";
"4305862000";"Powiat m.Konin";"2344,32";"2387,14";"2367,34";"2403,22";"2539,66";"2717,53";"2925,27";"3073,39";"3225,51";"3397,78";":";
"4305904000";"Powiat gostyński";"1815,27";"1928,06";"1966,59";"1928,95";"2087,43";"2296,05";"2553,77";"2733,37";"2855,27";"3004,76";":";
"4305905000";"Powiat grodziski";"1710,93";"1763,47";"1792,06";"1818,29";"1855,39";"1992,12";"2191,80";"2402,82";"2501,47";"2639,86";":";
"4305911000";"Powiat kościański";"1777,97";"1816,09";"1865,90";"1893,98";"2024,17";"2256,12";"2528,66";"2630,27";"2746,53";"2855,66";":";
"4305913000";"Powiat leszczyński";"1850,48";"2072,76";"2074,61";"2152,29";"2299,48";"2550,36";"2749,10";"2853,97";"3005,53";"3194,85";":";
"4305914000";"Powiat międzychodzki";"1674,37";"1706,89";"1822,12";"1794,89";"1919,32";"2153,50";"2334,46";"2592,09";"2642,45";"2790,82";":";
"4305915000";"Powiat nowotomyski";"1796,01";"1854,88";"1911,70";"1986,01";"2141,58";"2397,58";"2582,17";"2742,29";"2882,44";"3038,62";":";
"4305922000";"Powiat rawicki";"1512,11";"1582,02";"1625,58";"1633,32";"1738,20";"1898,14";"2155,03";"2287,60";"2426,25";"2574,75";":";
"4305929000";"Powiat wolsztyński";"1532,21";"1623,09";"1751,71";"1790,57";"1906,04";"2180,60";"2328,31";"2394,07";"2490,09";"2594,94";":";
"4305963000";"Powiat m.Leszno";"1969,70";"1967,31";"2026,44";"2047,01";"2095,97";"2276,53";"2489,99";"2593,63";"2689,37";"2892,51";":";
"4306001000";"Powiat chodzieski";"1648,80";"1694,80";"1776,93";"1846,93";"1997,07";"2295,79";"2523,12";"2641,06";"2743,98";"2860,30";":";
"4306002000";"Powiat czarnkowsko-trzcianecki";"1800,35";"1881,73";"1943,44";"1996,05";"2140,37";"2340,56";"2621,49";"2743,37";"2848,43";"3009,40";":";
"4306019000";"Powiat pilski";"1962,59";"1994,10";"2080,86";"2185,11";"2303,62";"2567,82";"2765,46";"2873,28";"3059,54";"3186,50";":";
"4306028000";"Powiat wągrowiecki";"1728,48";"1786,06";"1867,81";"1875,56";"1967,28";"2143,67";"2403,16";"2540,06";"2679,02";"2897,22";":";
"4306031000";"Powiat złotowski";"1643,82";"1656,12";"1743,90";"1797,70";"1950,95";"2192,99";"2448,80";"2610,42";"2675,54";"2788,01";":";
"4306116000";"Powiat obornicki";"1858,27";"1965,92";"2086,73";"2064,42";"2157,39";"2347,03";"2476,16";"2678,83";"2893,44";"3031,88";":";
"4306121000";"Powiat poznański";"2037,60";"2170,03";"2223,92";"2245,02";"2362,00";"2596,78";"2901,70";"2909,66";"3161,97";"3313,05";":";
"4306124000";"Powiat szamotulski";"2031,21";"2071,78";"2164,34";"2254,24";"2335,51";"2548,57";"2788,34";"2880,98";"3036,38";"3268,61";":";
"4306125000";"Powiat średzki";"1919,96";"1995,66";"2122,89";"2162,07";"2279,84";"2548,58";"2791,95";"2934,94";"3053,97";"3195,94";":";
"4306126000";"Powiat śremski";"1821,54";"1920,25";"1895,29";"1951,11";"2029,89";"2214,05";"2502,48";"2633,30";"2758,09";"2893,71";":";
"4306264000";"Powiat m.Poznań";"2395,19";"2504,90";"2615,90";"2734,73";"2889,84";"3156,71";"3517,34";"3668,55";"3814,08";"3987,13";":";
"4320000000";" ZACHODNIOPOMORSKIE";"2068,44";"2134,74";"2221,63";"2307,99";"2406,98";"2615,83";"2881,00";"3021,51";"3120,15";"3289,56";":";
"4326301000";"Powiat białogardzki";"1749,98";"1791,92";"1872,84";"1930,55";"2027,16";"2194,67";"2520,14";"2595,81";"2733,21";"2939,20";":";
"4326303000";"Powiat drawski";"1773,67";"1802,40";"1936,31";"1990,13";"1949,77";"2158,84";"2416,31";"2477,64";"2589,60";"2719,38";":";
"4326308000";"Powiat kołobrzeski";"1785,58";"1887,39";"1963,54";"2056,36";"2153,82";"2336,90";"2648,42";"2743,18";"2844,96";"2952,43";":";
"4326309000";"Powiat koszaliński";"1823,84";"1895,26";"1962,48";"2037,72";"2114,31";"2296,30";"2503,35";"2612,20";"2766,65";"2999,02";":";
"4326313000";"Powiat sławieński";"1700,50";"1736,90";"1759,59";"1773,70";"1856,78";"2124,21";"2401,03";"2521,60";"2630,46";"2796,72";":";
"4326315000";"Powiat szczecinecki";"2026,02";"2033,58";"2166,43";"2187,41";"2343,44";"2569,09";"2628,48";"2764,65";"2894,86";"3105,57";":";
"4326316000";"Powiat świdwiński";"1610,46";"1658,81";"1767,64";"1886,16";"1922,03";"2075,56";"2263,03";"2415,92";"2482,27";"2772,15";":";
"4326317000";"Powiat wałecki";"1711,76";"1815,76";"1945,07";"2017,06";"2131,65";"2383,47";"2538,35";"2678,58";"2827,15";"2978,86";":";
"4326361000";"Powiat m.Koszalin";"2078,06";"2103,25";"2169,24";"2219,75";"2352,94";"2534,90";"2774,00";"2931,88";"3070,78";"3181,23";":";
"4326402000";"Powiat choszczeński";"1728,19";"1768,20";"1874,45";"1912,19";"2027,08";"2228,60";"2447,98";"2676,39";"2811,79";"2987,64";":";
"4326405000";"Powiat gryficki";"1830,51";"1811,15";"1847,64";"1905,94";"1984,91";"2203,07";"2422,35";"2522,96";"2680,43";"2731,19";":";
"4326410000";"Powiat myśliborski";"1715,13";"1796,42";"1885,54";"1998,57";"2017,82";"2206,57";"2453,22";"2565,77";"2680,21";"2943,01";":";
"4326412000";"Powiat pyrzycki";"1834,18";"1894,85";"1915,58";"1918,41";"2013,60";"2112,50";"2377,42";"2609,36";"2649,26";"2735,56";":";
"4326414000";"Powiat stargardzki";"1862,91";"1933,49";"2013,39";"2056,89";"2130,66";"2322,96";"2565,94";"2790,80";"2866,72";"3110,83";":";
"4326418000";"Powiat łobeski";"1697,40";"1733,44";"1822,83";"1933,33";"1992,79";"2124,98";"2358,34";"2500,41";"2642,12";"2841,15";":";
"4326562000";"Powiat m.Szczecin";"2282,01";"2365,24";"2476,19";"2630,23";"2734,68";"2975,73";"3290,65";"3472,49";"3586,82";"3761,89";":";
"4326604000";"Powiat goleniowski";"1946,85";"1963,13";"2030,30";"2107,42";"2220,20";"2450,32";"2690,22";"2868,19";"3029,67";"3151,40";":";
"4326606000";"Powiat gryfiński";"2334,93";"2453,05";"2551,88";"2600,67";"2690,10";"2928,92";"3199,74";"3402,32";"2918,12";"3068,98";":";
"4326607000";"Powiat kamieński";"1848,97";"1914,69";"1940,03";"1983,01";"2068,45";"2209,45";"2409,50";"2590,04";"2757,00";"2898,73";":";
"4326611000";"Powiat policki";"2442,90";"2568,27";"2652,86";"2814,30";"2913,87";"3035,02";"3463,16";"3439,16";"3568,57";"3721,07";":";
"4326663000";"Powiat m.Świnoujście";"2005,51";"2241,77";"2281,32";"2319,39";"2472,34";"2666,05";"2936,78";"3087,66";"3261,27";"3598,11";":";
"5020000000";" DOLNOŚLĄSKIE";"2163,57";"2233,58";"2356,89";"2477,56";"2617,16";"2860,66";"3135,83";"3295,44";"3412,37";"3587,25";":";
"5020101000";"Powiat bolesławiecki";"1873,59";"1951,43";"2027,29";"2086,26";"2153,06";"2324,46";"2476,41";"2629,01";"2789,80";"2936,93";":";
"5020105000";"Powiat jaworski";"1705,19";"1766,69";"1851,79";"1888,36";"2009,38";"2193,68";"2368,60";"2506,86";"2654,67";"2837,23";":";
"5020106000";"Powiat jeleniogórski";"1691,34";"1754,74";"1823,39";"1878,46";"2012,25";"2158,71";"2369,63";"2562,15";"2699,92";"2867,09";":";
"5020107000";"Powiat kamiennogórski";"1728,28";"1789,33";"1824,14";"1863,91";"1995,80";"2173,04";"2374,82";"2546,98";"2701,25";"2864,01";":";
"5020110000";"Powiat lubański";"1704,60";"1736,02";"1807,46";"1840,27";"1941,71";"2111,18";"2314,66";"2464,38";"2600,59";"2809,95";":";
"5020112000";"Powiat lwówecki";"1748,34";"1814,34";"1910,31";"1970,42";"2065,14";"2214,40";"2487,06";"2613,72";"2714,29";"2915,48";":";
"5020125000";"Powiat zgorzelecki";"2663,37";"2695,69";"2931,96";"2900,76";"3033,50";"3232,80";"3506,50";"3765,10";"3133,95";"3264,77";":";
"5020126000";"Powiat złotoryjski";"1822,97";"1893,55";"2022,18";"2104,68";"2240,46";"2454,96";"2733,11";"3054,76";"3159,35";"3309,08";":";
"5020161000";"Powiat m.Jelenia Góra";"2106,23";"2175,01";"2233,19";"2286,11";"2398,28";"2548,93";"2795,85";"2913,03";"2969,75";"3192,15";":";
"5020203000";"Powiat głogowski";"1868,60";"1970,64";"2045,52";"2133,48";"2276,38";"2452,70";"2647,38";"2859,95";"2914,21";"3028,65";":";
"5020204000";"Powiat górowski";"1730,53";"1743,33";"1769,96";"1857,89";"1944,30";"2101,60";"2376,54";"2464,05";"2598,06";"2755,49";":";
"5020209000";"Powiat legnicki";"1698,83";"1783,42";"1807,29";"1859,22";"1990,38";"2181,72";"2393,66";"2614,48";"2737,49";"2918,37";":";
"5020211000";"Powiat lubiński";"3384,93";"3611,52";"3898,92";"4407,02";"4669,76";"5261,68";"5432,42";"5615,55";"6012,95";"6281,17";":";
"5020216000";"Powiat polkowicki";"2095,42";"2116,76";"2337,66";"2395,29";"2573,76";"2780,45";"3040,94";"3177,69";"3326,76";"3574,09";":";
"5020262000";"Powiat m.Legnica";"1916,23";"1958,43";"1975,71";"2020,14";"2110,66";"2282,17";"2543,39";"2709,33";"2763,74";"2899,24";":";
"5020302000";"Powiat dzierżoniowski";"1703,68";"1785,00";"1837,06";"1900,52";"2028,86";"2246,79";"2489,40";"2645,13";"2832,05";"3024,11";":";
"5020308000";"Powiat kłodzki";"1786,22";"1839,79";"1905,66";"1998,81";"2102,68";"2308,06";"2511,35";"2663,41";"2803,23";"2962,33";":";
"5020319000";"Powiat świdnicki";"1898,74";"1992,17";"2086,88";"2163,89";"2284,51";"2507,13";"2752,82";"2939,85";"3008,78";"3178,31";":";
"5020321000";"Powiat wałbrzyski";"1639,23";"2067,74";"2200,07";"2290,54";"2427,25";"2683,57";"2952,00";"3144,13";"3281,07";"3470,48";":";
"5020324000";"Powiat ząbkowicki";"1880,11";"1904,57";"1979,31";"2084,21";"2140,38";"2307,68";"2487,51";"2579,21";"2709,91";"2923,66";":";
"5020363000";"Powiat m.Wałbrzych";"2117,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";
"5020413000";"Powiat milicki";"1696,74";"1733,47";"1781,32";"1879,99";"1958,43";"2190,25";"2396,97";"2467,59";"2620,28";"2784,02";":";
"5020414000";"Powiat oleśnicki";"1740,34";"1759,35";"1811,32";"1900,52";"2007,27";"2205,88";"2448,70";"2528,21";"2672,93";"2856,02";":";
"5020415000";"Powiat oławski";"1972,34";"2049,68";"2073,00";"2147,26";"2282,90";"2570,69";"2737,90";"2863,00";"3030,98";"3182,71";":";
"5020417000";"Powiat strzeliński";"1948,89";"1993,21";"2045,89";"2135,19";"2195,48";"2385,80";"2676,17";"2860,62";"2958,48";"3102,58";":";
"5020418000";"Powiat średzki";"1934,31";"2010,33";"2112,73";"2166,62";"2220,80";"2452,93";"2720,35";"2875,09";"2993,49";"3358,61";":";
"5020420000";"Powiat trzebnicki";"1843,55";"1916,09";"2003,25";"2051,13";"2198,96";"2412,72";"2668,13";"2751,33";"3004,13";"3117,08";":";
"5020422000";"Powiat wołowski";"1894,47";"1899,98";"1962,85";"2032,95";"2089,54";"2410,69";"2728,85";"2892,09";"3036,22";"3313,99";":";
"5020423000";"Powiat wrocławski";"2104,18";"2221,17";"2232,00";"2285,63";"2526,97";"2697,55";"2852,35";"3003,49";"3195,30";"3416,69";":";
